r_Pu_median,l_Pu_median,r_Cd_median,l_Cd_median,r_GP_median,l_GP_median
18.66289228200912,19.29935067892074,37.9097294062376,32.49081969261169,118.4513866901398,125.9465366601944
14.22979775816202,15.89918322861195,16.56716875731945,20.88005002588034,107.3694676160812,105.4007112979889
13.4701207280159,13.47143156453967,25.43647773563862,23.62752892076969,93.3513045310974,89.86133337020874
16.45522005856037,15.95874130725861,30.2015608176589,32.12708979845047,129.3745785951614,125.3390312194824
18.06754246354103,21.91360667347908,36.18225455284119,31.13294392824173,103.293277323246,106.8030521273613
19.65263113379478,22.75550086051226,35.20730510354042,28.18494848906994,116.1171682178974,116.777528077364
14.18789476156235,23.02174735814333,23.76243658363819,24.8946538195014,129.8671290278435,135.3292241692543
16.36334508657455,17.78838317841291,20.608214661479,22.27153442800045,114.383302628994,122.5104629993439
13.94231431186199,16.59808494150639,17.4731370061636,16.8724087998271,108.069971203804,106.0236543416977
22.94973470270634,21.08992729336024,26.73918753862381,23.90850335359573,164.693146944046,156.4346700906754
24.6936772018671,16.74050278961658,27.7905659750104,26.83289907872677,123.1957674026489,115.2215078473091
20.75405046343804,17.03496742993593,34.24427285790443,30.09924665093422,127.9044896364212,122.9116059839726
15.31006721779704,12.92381901293993,34.28446687757969,33.30138511955738,133.4294155240059,136.3492608070374
24.50386248528957,29.6550365164876,35.88611632585526,31.85976669192314,116.7515143752098,112.729050219059
15.51256654784083,16.83681458234787,22.34434522688389,21.91239316016436,130.4727792739868,131.0097277164459
22.92806096374989,14.77829273790121,35.35357862710953,26.12274326384068,129.8993900418282,125.7551982998848
16.78327098488808,17.20289513468742,25.34716948866844,32.09872543811798,101.8436104059219,109.8164841532707
16.13705419003963,19.52888630330562,19.01901885867119,24.46834370493889,122.2718581557274,110.5771586298943
30.09682893753052,31.81070275604725,24.29941110312939,28.16131897270679,162.3294800519943,162.155494093895
19.71365511417389,16.42175763845444,23.41629378497601,27.50406600534916,115.0526702404022,116.9535592198372
14.74568340927362,9.461441077291964,15.11365175247192,16.90147910267115,103.8915067911148,103.5233587026596
25.29166452586651,20.14950849115849,36.04027256369591,35.38424707949162,96.28957509994508,91.94105118513107
18.59159301966429,14.99973796308041,20.14833409339189,18.73543485999108,123.2825070619583,116.5504083037376
26.10521484166384,31.97279013693333,39.33214396238327,38.79286162555218,116.4646446704864,111.7207854986191
21.70563023537397,20.64902801066637,30.54310567677021,32.68169797956944,104.3454259634018,103.1245104968548
17.66601204872131,9.898379910737276,24.80168268084526,30.62751889228821,104.6210639178753,95.7193188369274
21.39792405068874,19.39859054982663,26.88784245401621,25.41547641158104,103.6300882697105,102.7398072183132
21.4379895478487,17.60716643184423,22.5297138094902,24.2364713922143,116.970457136631,111.0296882688999
16.76312834024429,14.29001614451408,25.19482001662254,26.74030885100365,105.2314192056656,106.8692728877068
15.47101978212595,17.2162801027298,24.86297860741616,23.58712814748287,104.8459634184837,104.21983897686
18.43295618891716,17.65703596174717,25.95493476837873,26.79365128278732,106.9388650357723,111.8437796831131
19.68421041965485,20.2054213732481,25.36044921725988,28.27144507318735,100.8435413241386,98.70514273643494
12.70793378353119,12.2796893119812,17.2068951651454,19.65358480811119,115.1135712862015,112.4716550111771
13.35291005671024,18.13212223351002,31.64487332105637,19.62667331099511,102.990597486496,104.317732155323
15.30773751437664,13.47857667133212,17.12132804095745,21.13150618970394,102.0409911870956,102.2236607968807
17.72964559495449,12.53661327064037,19.47443000972271,22.48949836939573,98.10182079672812,92.14238822460176
13.76565592363477,7.763696834445,20.49987204372883,20.68682014942169,128.4371986985207,134.1981142759323
14.49279952794313,20.10837756097317,26.1586531996727,22.41587825119496,128.8545578718185,134.7004920244217
11.03499159216881,11.74694206565618,20.39222419261932,27.57539786398411,91.07423946261406,88.47400546073914
13.3334151469171,14.08749492838979,27.89399027824402,29.32181116193533,96.05462849140169,106.1126962304115
14.75172117352486,10.56175120174885,21.86547685414553,18.47534067928791,87.31256425380707,87.97718584537506
9.486952796578407,12.59935926645994,20.04085853695869,20.48562373965978,99.30746629834177,95.69037705659866
